advising_requisite_code	core_literature_requirement	course_catalog_text	course_code	course_code_number	course_code_prefix	course_code_sanitized	course_fees	course_title	default_credit_hours	division_code	fee_type	fixed_variable_credit	max_credit_hours	min_credit_hourse
BIO309	Y	This is primarily a plant biology course that covers medicinal plants. This course provides students the opportunity to survey the diversity of medicinal plants and study the history and uses of plants for medicine and other purposes. Students will learn about the medicinal properties of plants and their role in both traditional and modern medicine; gain insights into the chemistry and biological significance of plant secondary metabolites; examine both beneficial and poisonous effects of plant compounds in Western medicine and in other cultures around the world. Prerequisites: BIO105 and 106  or equivalent, CHE 111, and CHE 112.	BIO  309                      	309	BIO	BIO-309	0	MEDICINAL BOTANY	4	UG	Y	V	4	0
BIO314	Y	Surveys growth, metabolism, molecular genetics, immunology and ecology of bacteria and viruses. Weekly laboratory.  Prerequisites: BIO 105 and BIO 106. (Offered fall semester).  Lab fee.	BIO  314                      	314	BIO	BIO-314	0	MICROBIOLOGY	4	UG	Y	V	4	0
BIO316	Y	Examines genetics, covering classical, cellular, molecular, population, microbial and developmental genetics. Weekly laboratory. Prerequisites: BIO105, BIO106, BIO107, and BIO108.  (Offered spring semester)  Lab fee.	BIO  316                      	316	BIO	BIO-316	0	MODERN GENETICS	4	UG	Y	V	4	0
BIO320	NULL	Explores the history and biology of cancer through discussion of key historical milestones in scientific journal articles. Students will read and discuss key papers on a given milestone in our understanding of cancer as one of biology's most challenging maladies. Other supplemental resources are used to provide insight into the human aspects of cancer.  Prerequisites: BIO105,106,107,108, or equivalent. Recommended BIO316.	BIO  320                      	320	BIO	BIO-320	0	CANCER BIOLOGY	2	UG	NULL	F	2	2
BIO335	Y	Taxonomic and evolutionary relationships of mammals, considering the ecological, anatomical, physiological, and behavioral adaptations of wild mammal populations and communities. Laboratory focuses on diversity and morphological adaptations of mammal species, with special emphasis on species of New England, through laboratory identification and field trips.  Lab fee.	BIO  335                      	335	BIO	BIO-335	0	MAMMALOGY	2	UG	Y	F	2	2
ENG331	NULL	NULL	ENG  331                      	331	ENG	ENG-331	0	MEDIEVAL LITERATURE	4	UG	NULL	F	4	4
BIO341	Y	Explores inner workings of cellular metabolism, starting with basic biomolecules such as amino acids and building to biosynthesis and maintenance of body homeostasis. Cross-listed at CHE 341.  (Offered fall semester)  Prerequisite(s): CHE 211, CHE 212, BIO105, BIO106.  Lab fee.	BIO  341                      	341	BIO	BIO-341	0	BIOCHEMISTRY	4	UG	Y	V	4	0
BIO345	NULL	Explores public health issues in a global context and public health as a career, both in the US and abroad. Prerequisite(s): BIO150, 106, 107, and 108, or permission of instructor.	BIO  345                      	345	BIO	BIO-345	0	INTRODUCTION TO PUBLIC HEALTH	2	UG	NULL	F	2	2
KIN410	Y	Through course lectures and laboratory dissection experiences students will develop an understanding of human anatomy as a basic science and will learn to apply this understanding to clinical and health-related concepts.  Emphases on the tissues and organs of the thoracic and abdominopelvic cavities. Cross-listed as BIO410. Lab fees. Prerequisites:KIN213 and KIN214 with grades of B minus (B-) in each; junior standing.	BIO  410                      	410	BIO	BIO-410	0	ADV HUMAN ANAT:THORACIC CAVITIES	2	UG	Y	F	2	2
KIN411	Y	Through course lectures and laboratory dissection experiences students will develop an understanding of human anatomy as a basic science and will learn to apply this understanding to clinical and health-related concepts.  Emphases on the tissues and organs of the  neck, back and nervous system. Cross-listed as BIO411. Lab fees. Prerequisites:KIN213 and KIN214 with grades of at least B minus (B-) in each; junior standing.	BIO  411                      	411	BIO	BIO-411	0	ADV HUMAN ANAT:NECK,BACK,NERVOUS SY	2	UG	Y	F	2	2
KIN412	Y	Through course lectures and laboratory dissection experiences students will develop an understanding of human anatomy as a basic science and will learn to apply this understanding to clinical and health-related concepts.  Emphases on the tissues and organs of the  tissues, muscles and joints of the upper extremities. Cross-listed as BIO412. Lab Fee.  Prerequisites: KIN213 and KIN214 with grades of at least B minus (B-) in each; junior standing.	BIO  412                      	412	BIO	BIO-412	0	ADV HUMAN ANAT:UPPER EXTREMITIES	2	UG	Y	F	2	2
KIN413	Y	Through course lectures and laboratory dissection experiences students will develop an understanding of human anatomy as a basic science and will learn to apply this understanding to clinical and health-related concepts.  Emphases on the tissues and organs of the  tissues, muscles and joints of the  lower extremities. Cross-listed as BIO413. Lab Fee. Prerequisites: KIN213 and KIN214 with grades of at least B minus (B-) in each; junior standing.	BIO  413                      	413	BIO	BIO-413	0	ADV HUMAN ANAT:LOWER EXTREMITIES	2	UG	Y	F	2	2
BIO440	Y	Focus on field techniques, including use of GPS and GIS, and on data analysis of community and population ecology data. Connections with local groups will lead to field project.  Individual research. Prerequisite(s): BIO150, BIO 151, BIO 250. (Alternate years)	BIO  440                      	440	BIO	BIO-440	0	ADVANCED TECHNIQUES IN ECOLOGY	4	UG	Y	F	4	4
BIO491	NULL	Capstone course explores spectrum of subjects relevant to modern biological enterprise including bioethical, environmental and origins issues. Students prepare and present topical paper reviewing current literature on relevant subject and prepare resume for career planning purposes.  (Offered fall and spring each term).	BIO  491                      	491	BIO	BIO-491	0	SENIOR SEMINAR:TOPICS IN BIOLOGY	2	UG	NULL	F	2	2
BIO491	NULL	Capstone course explores spectrum of subjects relevant to modern biological enterprise including bioethical, environmental and origins issues. Students prepare and present topical paper reviewing current literature on relevant subject and prepare resume for career planning purposes.  (Offered fall and spring each term).	BIO  491                      	491	BIO	BIO-491	0	SENIOR SEMINAR:TOPICS IN BIOLOGY	2	UG	NULL	F	2	2
CHE100	NULL	An introduction to the study of chemistry at Gordon College. Students will learn of the many avenues available beyond the normal classroom and laboratory curriculum. Students will actively participate in discussions related to research opportunities, off-campus study, internships, professional societies, outreach activities, and alternative careers for chemists. Numerous field trips will be included.	CHE  100                      	100	CHE	CHE-100	0	INTRODUCTORY SEMINAR IN CHEMISTRY	0	UG	NULL	F	0	0
CHE111	Y	Presents fundamental principles and concepts of chemistry: stoichiometry; atomic structure; thermochemistry; elementary quantum theory; chemical periodicity; chemical bonding; molecular structure and geometry; properties of gases, liquids, solids and solutions; kinetic theory; and phase equilibria. Laboratory emphasizes quantitative measurement and develops investigative techniques and ability to interpret results. Previous high school or introductory college chemistry course strongly recommended. Core physical science lab option for students entering before 2009. Lab fee.	CHE  111                      	111	CHE	CHE-111	0	PRINCIPLES OF CHEMISTRY I	4	UG	Y	V	4	0
CHE112	Y	Continues presentation of fundamental principles and concepts of chemistry: chemical kinetics, chemical equilibria, elementary thermodynamics and electrochemistry. Laboratory emphasizes quantitative measurement and develops investigative techniques and ability to interpret results.   Prerequisite(s): CHE 111 or equivalent. Lab fee.	CHE  112                      	112	CHE	CHE-112	0	PRINCIPLES OF CHEMISTRY II	4	UG	Y	F	4	0
BC205	NULL	This course builds on the first-year curriculum by allowing students to explore potential career paths within the discipline of biochemistry. The content of this course serves as a bridge between the first-year curriculum and more advanced courses in biochemistry. Students will be introduced to some of the main themes of biochemistry from the perspective of examining applications of those techniques. Students will be exposed to some of the current medical and industrial applications of biochemical research through field trips and by reading primary literature. Students will learn about key discoveries in biochemistry leading to major breakthroughs in the field. Students will also explore ethical issues regarding some of the applications of biochemistry. Prerequisites: BIO 105 and 106 or equivalent, CHE 111 and CHE 112.	CHE  205                      	205	CHE	CHE-205	0	INTR DISCIPLINE OF BIOCHEMISTRY	2	UG	NULL	F	2	2
CHE211	Y	Considers importance of carbon chemistry in our lives and world, and emphasizes application of principles of green chemistry in this field. Surveys representative organic compounds; discusses alkanes, alkenes and alkynes, alkyl halides, ethers, and alcohols, and the structure, properties, synthesis and reactions of these molecules. Lab focuses on development of basic macro and micro techniques common to organic chemistry.  Prerequisite(s): CHE 112. Lab fee.	CHE  211                      	211	CHE	CHE-211	0	ORGANIC CHEMISTRY I	4	UG	Y	V	4	4
CHE212	Y	Continues discussion of classes of organic molecules including aromatic and organometallic compounds, alcohols, ethers, amines and carbonyl compounds, with continued emphasis on applying principles of green chemistry in organic chemistry. Emphasizes elucidation of molecular structure via instrumental techniques such as IR and NMR. Laboratory builds upon techniques with additional preparative chemistry and with classification and  identification of unknown compounds.  Prerequisite(s): CHE 211. Lab fee.	CHE  212                      	212	CHE	CHE-212	0	ORGANIC CHEMISTRY II	4	UG	Y	F	4	4
CHE311	Y	Analytic chemistry course surveys classical analytical applications of statistics, chemical equilibria and electrochemistry. Laboratory includes acid-base, precipitation, redox, potentiometry and complexation methods along with use of computer software to collect and analyze data.  Prerequisite(s): CHE  112. Lab fee.	CHE  311                      	311	CHE	CHE-311	0	QUANTITATIVE ANALYSIS	4	UG	Y	V	4	0
CHE312	Y	Analytic course introduces instrumental methods of quantitative and qualitative analysis, including chromatography (gas and liquid), spectroscopy (UV-Vis, fluorescence, FTIR, AA, mass) and associated hyphenated techniques (gas chromatography mass spectrometry). Laboratory emphasizes environmental and bioanalytical applications.  Prerequisite(s): CHE 311 or CHE 112 and permission of instructor. Lab fee.	CHE  312                      	312	CHE	CHE-312	0	INSTRUMENTAL ANALYSIS	4	UG	Y	F	4	4
